rank,total_score,llm_relevance,llm_summary_ja,llm_reason,llm_tags,follow_score,follow_reason,title,authors,affiliations,venue,venue_tier,venue_score,citation_count,influential_citations,citation_velocity,citation_score,author_h_index,author_score,embedding_similarity,github_stars,github_score,has_code,is_official_repo,keyword_match_count,keyword_score,matched_keywords,categories,published_date,url,pdf_url,github_url,arxiv_id,source,abstract
1,56.67,,,,,0.0,,Improving Visual Token Reduction via Rectifying Distortions for Efficient Multimodal LLM Inference,Hyeonwoo Cho; DongHyeon Baek; Yewon Kim; Bumsub Ham,,ICML,1,100.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,cs.CV,2026-06-01,http://arxiv.org/abs/2606.01711v1,https://arxiv.org/pdf/2606.01711v1,,2606.01711,arxiv,"Recent advancements in Multimodal Large Language Models (MLLMs) have achieved remarkable success in vision-language tasks, yet the quadratic computational complexity arising from the vast number of visual tokens incurs significant memory and latency bottlenecks. While visual token reduction (VTR) strategies have been explored to mitigate this burden, existing methods overlook the positional and attentional consistency between the full and reduced sequences, resulting in a distorted representation. To this end, we propose RESTORE, a novel VTR framework that rectifies the positional and attentional distortions while maintaining efficiency. Specifically, we present a simple yet effective calibration method that restores lost visual attention by augmenting attention weights based on relative distances. We also introduce a distinctive anchor selection for token merging to mitigate information loss during feature averaging. Experimental results on multiple benchmarks demonstrate that our method consistently improves the accuracy of various reduction methods, achieving state-of-the-art performance while maintaining computational efficiency."
2,53.33,,,,,0.0,,Demystifying Multimodal Biomolecular Co-design With Intrinsic Geodesic Coupling,Keyue Qiu; Xintong Wang; Zhilong Zhang; Hao Zhou; Wei-Ying Ma,,ICML,1,100.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,1,33.33,multimodal,q-bio.BM; cs.AI,2026-06-01,http://arxiv.org/abs/2606.01628v1,https://arxiv.org/pdf/2606.01628v1,,2606.01628,arxiv,"Biomolecules such as proteins and small-molecule ligands play a central role in biological systems, arising from the tight interplay between sequence and three-dimensional structure. Recent generative models for biomolecular co-design aim to capture this interplay by jointly modeling coupled modalities. However, existing approaches largely adopt a parallel execution of marginal generative processes, implicitly enforcing fixed synchronous coupling. We argue that a critical but overlooked degree of freedom lies in how these marginal processes are temporally coupled during training and generation, where inappropriate coupling can introduce high-variance supervision and inconsistent intermediate states, affecting modality consistency. To address this, we introduce GeoCoupling, a systematic framework that optimizes for temporal couplings between heterogeneous modalities. Empirical results across structure-based drug design and unconditional protein design demonstrate the learned couplings consistently outperform synchronous and randomly coupled baselines, yielding biomolecules with improved physical validity and diversity."
3,43.33,,,,,0.0,,AutoForest: Automatically Generating Forest Plots from Biomedical Studies with End-to-End Evidence Extraction and Synthesis,Massimiliano Pronesti; Angelo Miculescu; Mohsin Kapdi; Paul Flanagan; Oisín Redmond; Joao Bettencourt-Silva; Gurdeep Mannu; Spiros Denaxas; Rui Bebiano Da Providencia E Costa; Anya Belz; Yufang Hou,,ACL,2,80.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,1,33.33,large language model,cs.CL; cs.AI,2026-06-01,http://arxiv.org/abs/2606.02403v1,https://arxiv.org/pdf/2606.02403v1,,2606.02403,arxiv,"Systematic reviews rely on forest plots to synthesise quantitative evidence across biomedical studies, but generating them remains a fragmented and labour-intensive process. Researchers must interpret complex clinical texts, manually extract outcome data from trials, define appropriate interventions and comparators, harmonise inconsistent study designs, and carry out meta-analytic computations-typically using specialised software that demands structured inputs and domain expertise. While recent work has demonstrated that large language models can extract study-level data from unstructured text, no existing system automates the complete pipeline from raw documents to synthesised forest plots. To address this gap, we introduce AutoForest, the first end-to-end system that generates publication-ready forest plots directly from biomedical papers. Given one or more study papers, AutoForest automatically suggests ICO (Intervention, Comparator, Outcome) elements, extracts outcome data, performs statistical synthesis, and renders the final forest plot. We describe the system architecture, user interface and demonstrate its effectiveness on real-world examples through a user study involving clinicians, showing how AutoForest can accelerate evidence synthesis and substantially lower the barrier to conducting meta-analyses."
4,18.33,,,,,0.0,,Training-Free Composed Video Retrieval via Visual Representation-Guided Video-LLM Reasoning,Yang Liu; Qianqian Xu; Peisong Wen; Siran Dai; Qingming Huang,,Workshop,4,30.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,1,33.33,retrieval,cs.CV,2026-06-01,http://arxiv.org/abs/2606.02321v1,https://arxiv.org/pdf/2606.02321v1,,2606.02321,arxiv,"Recent advances in large vision-language models have expanded video retrieval from simple text-based search to more flexible scenarios, where users may specify the desired result through both visual examples and textual instructions. In the CVPR 2026 Reason-Aware Composed Video Retrieval Challenge, the system is required to retrieve a target video according to a reference video and a modification instruction. To address this task, we develop Visual Representation-Guided Video-LLM Reasoning for Training-Free Composed Video Retrieval. Our framework first uses frozen DINOv3 models to obtain a compact set of visually relevant candidates, and then applies large vision-language models to evaluate whether each candidate satisfies the modification instruction. A final reasoning-based refinement is further performed on the top candidates to improve the first-ranked prediction. Without training, our system achieves 48.78 Recall@1 and 51.48 Recall@5 on the test set. Future work may further improve retrieval accuracy through stronger video-LLMs and detailed integration between visual representations and language reasoning."
5,10.0,,,,,0.0,,TrafficRAG: A Multimodal RAG Framework for Traffic Accident Liability Determination,Xu Li; Zedong Fu; Xinyi Li; Xun Han,,,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,3,100.0,large language model; multimodal; retrieval,cs.AI,2026-06-01,http://arxiv.org/abs/2606.01737v1,https://arxiv.org/pdf/2606.01737v1,,2606.01737,arxiv,"Traffic accident liability analysis is a critical yet challenging task in intelligent transportation and legal assistance. Existing methods often suffer from low efficiency, subjective judgment, and inconsistent analysis results. Meanwhile, large language models are constrained by noisy video inputs and insufficient legal domain knowledge. To address these issues, this work presents TrafficRAG, a multimodal retrieval-augmented framework for automated traffic accident analysis and report generation. Specifically, the proposed framework first adopts a vision-language model to produce structured textual descriptions of accident scenarios, which serve as accurate retrieval queries. Based on these textual queries, a hybrid retrieval strategy integrating BM25 sparse retrieval and dense embedding retrieval is employed to fetch relevant traffic regulations and similar historical cases. Finally, the large language model incorporates retrieved legal knowledge and multimodal accident evidence for comprehensive reasoning, and generates standardized, legally grounded liability analysis reports. Extensive experiments show that TrafficRAG consistently outperforms baseline methods, achieving 77.32% Legal Norm Adaptation Accuracy, 81.71% Factual Faithfulness, and a Liability Ratio MAE of 5.48%. The results validate that integrating multimodal factual evidence with legal clauses via retrieval augmentation can effectively improve the reliability and accuracy of traffic accident liability determination."
6,6.67,,,,,0.0,,Mitigating Perceptual Judgment Bias in Multimodal LLM-as-a-Judge via Perceptual Perturbation and Reward Modeling,Seojeong Park; Jiho Choi; Junyong Kang; Seonho Lee; Jaeyo Shin; Hyunjung Shim,,,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,cs.CV; cs.AI,2026-06-01,http://arxiv.org/abs/2606.02578v1,https://arxiv.org/pdf/2606.02578v1,,2606.02578,arxiv,"Recent multimodal large language models have demonstrated strong reasoning ability, yet their reliability as automated evaluators remains limited by a critical weakness: when visual evidence conflicts with textual cues, MLLM judges tend to reward plausible narratives over perceptually correct answers. We identify and systematically analyze this phenomenon, which we term Perceptual Judgment Bias. Through controlled visual perturbations, existing multimodal judges frequently anchor on the response text instead of their own visual perception, leading to inconsistent and non-verifiable evaluations. To address this issue, we introduce the Perceptually Perturbed Judgment Dataset, which constructs minimally edited counterfactual responses that isolate perceptual errors and enable verifiable supervision. Building on this dataset, we develop a unified training framework that combines a structured GRPO-based reward with a batch-ranking objective, achieving coherent global ordering without explicit pairwise labels. Experiments across diverse MLLM-as-a-Judge benchmarks show that our approach substantially improves perceptual fidelity, ranking coherence, and alignment with human evaluation. Our results establish a scalable and generalizable pathway for training multimodal judges that are perceptually grounded, interpretable, and robust to visual-reasoning conflicts."
7,6.67,,,,,0.0,,ProtoAda: Prototype-Guided Adaptive Adapter Expansion and Geometric Consolidation for Multimodal Continual Instruction Tuning,Yu-Cheng Shi; Zhen-Hao Xie; Jun-Tao Tang; Da-Wei Zhou,,,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,cs.CV; cs.LG,2026-06-01,http://arxiv.org/abs/2606.02576v1,https://arxiv.org/pdf/2606.02576v1,,2606.02576,arxiv,"Multimodal Large Language Models (MLLMs) achieve strong performance through instruction tuning, but real-world deployment requires them to continually acquire new vision-language capabilities, making Multimodal Continual Instruction Tuning (MCIT) essential. To reduce inter-task interference and promote collaboration, recent methods often employ sparse architectures like Mixture of LoRA Experts with image-text similarity routing. However, tasks with distinct response structures could share highly similar visual-linguistic semantics and thus be wrongly routed to the same expert; image-text similarity alone is insufficient for reliable task assignment. For example, an expert in a grounding task requiring coordinate prediction may be biased toward producing short textual answers after learning semantically similar VQA tasks. This format-blind task assignment integrates heterogeneous response types into shared parameters, inducing gradient interference and ineffective expert collaboration. To address this problem, we propose ProtoAda, a prototype-guided adaptive tuning framework. ProtoAda introduces format-aware task prototypes to align task assignment and routing with both task semantics and output structure, and further consolidates format-compatible updates in a geometry-aware manner to effectively reuse and progressively refine existing parameters. Extensive experiments on multiple benchmarks demonstrate that ProtoAda achieves superior performance, especially on tasks whose answer structures are easily corrupted by sequential tuning."
8,6.67,,,,,0.0,,AdaCodec: A Predictive Visual Code for Video MLLMs,Haowen Hou; Zhen Huang; Zheming Liang; Qingyi Si; Chenglin Li; Shuai Dong; Kele Shao; Ruilin Li; Dianyi Wang; Nan Duan; Jiaqi Wang,,,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,cs.CV; cs.AI; cs.CL,2026-06-01,http://arxiv.org/abs/2606.02569v1,https://arxiv.org/pdf/2606.02569v1,,2606.02569,arxiv,"Video is temporally redundant: adjacent frames usually share most objects, background, and layout. Yet existing video multimodal large language models (video MLLMs) usually encode each sampled frame as an independent RGB image, causing visual tokens to repeat content already present in earlier frames. This suggests a more direct video interface: send a full reference frame only when the scene cannot be predicted well from prior context, and otherwise transmit a compact description of inter-frame changes. We call this interface a \emph{predictive visual code}, and instantiate it for video MLLMs as \textbf{AdaCodec}. AdaCodec spends full visual tokens on a reference frame only when its conditional predictive cost is high; otherwise, it encodes inter-frame changes, including motion and prediction residuals, as compact P-tokens. Across all eleven benchmarks, AdaCodec improves over the Qwen3-VL-8B per-frame RGB baseline at a matched visual-token budget. Even at $1/7$ the budget, AdaCodec with 32k tokens surpasses the 224k baseline on all long-video benchmarks; on five general-video benchmarks, it raises the average score while substantially cutting time-to-first-token from 9.26s to 1.62s."
9,6.67,,,,,0.0,,Moment-Video: Diagnosing Temporal Fidelity of Video MLLMs on Momentary Visual Events,Xiaolin Liu; Yilun Zhu; Xiangyu Zhao; Xuehui Wang; Yan Li; Xin Li; Haoyu Cao; Xing Sun; Shaofeng Zhang; Xu Yang; Zhihang Zhong; Xue Yang,,,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,cs.CV; cs.AI,2026-06-01,http://arxiv.org/abs/2606.02522v1,https://arxiv.org/pdf/2606.02522v1,,2606.02522,arxiv,"Video multimodal large language models (MLLMs) have made rapid progress on general and long-form video understanding, yet their ability to preserve brief answer-critical visual evidence remains underexplored. Many practical questions are determined by momentary visual events: localized actions or state transitions that may last only a few frames. Such evidence can be skipped by sparse frame sampling, suppressed by visual-token compression, or diluted by coarse temporal aggregation, causing failures that language-side reasoning cannot reliably recover. We introduce Moment-Video, a benchmark for diagnosing the temporal fidelity of video MLLMs through momentary visual event understanding. Each question is grounded in a localized, visually observable, and sampling-sensitive event, requiring models to notice, count, describe, or reason about transient evidence rather than rely on persistent objects, global scene context, or language priors. Moment-Video contains 1,000 human-verified video-QA pairs across 7 domains and 25 fine-grained subcategories, covering four task types: Temporal Occurrence, Temporal Counting, Action Description, and Temporal Reasoning. We evaluate 33 proprietary and open-source MLLMs on Moment-Video. The best-performing model, Seed-2.0-Pro, achieves only 39.6% overall accuracy, while most open-source models remain below 25%, revealing a substantial gap in momentary visual event understanding. Diagnostic analyses show that denser frame sampling improves some models but does not eliminate the bottleneck, and longer videos introduce stronger temporal-localization challenges. These findings suggest that current video MLLMs still lack temporally faithful representations for capturing, preserving, and using brief but decisive visual evidence."
10,6.67,,,,,0.0,,CRAM: Centroid-Routing and Adaptive MoE for Multimodal Continual Instruction Tuning,Jun-Tao Tang; Zhen-Hao Xie; Yu-Cheng Shi; Da-Wei Zhou,,,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,cs.CL,2026-06-01,http://arxiv.org/abs/2606.02502v1,https://arxiv.org/pdf/2606.02502v1,,2606.02502,arxiv,"Multimodal Large Language Models (MLLMs) unify heterogeneous vision-language tasks under a shared generative framework via instruction tuning, yet real-world deployment demands continuous capability expansion, making Multimodal Continual Instruction Tuning (MCIT) essential. Existing methods either update all tasks with a shared parameter set or allocate dedicated modules for each new task. Shared updates force heterogeneous tasks to compete, causing forgetting of learned capabilities. Conversely, isolated expansion prevents interference but severely limits parameter efficiency over long task streams. To address this dilemma, we propose CRAM. Specifically, by isolating task-specific patterns into independent modules, CRAM mitigates catastrophic forgetting across tasks. To further boost parameter efficiency, we utilize adaptive-rank instantiation to identify the capability gap between existing expert capability and new task demands, and dynamically allocate only the necessary parameters. To ensure stable reuse among tasks, centroid-guided routing recognizes and activates existing experts' capabilities, while an orthogonality penalty confines new updates to task-specific directions, preventing re-learning general capability. Extensive experiments across diverse benchmarks consistently demonstrate its superiority over existing methods."
