rank,total_score,llm_relevance,llm_summary_ja,llm_reason,llm_tags,follow_score,follow_reason,title,authors,affiliations,venue,venue_tier,venue_score,citation_count,influential_citations,citation_velocity,citation_score,author_h_index,author_score,embedding_similarity,github_stars,github_score,has_code,is_official_repo,keyword_match_count,keyword_score,matched_keywords,categories,published_date,url,pdf_url,github_url,arxiv_id,source,abstract
1,10.0,,,,,0.0,,"AI Applicability in Law: Opportunities,Limitations, and Governance in a Hybrid Legal Ecosystem",Ojha Anjan Kumar,BCS — The Chartered Institute for IT,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,3,100.0,large language model; multimodal; retrieval,,2026-12-13,https://openalex.org/W7118715186,https://doi.org/10.5281/zenodo.18169951,,,openalex,"Artificial Intelligence (AI) is transforming the legal domain far beyond prior waves of digitization and workflow automation. Modern AI systems including large language models, multimodal reasoning engines, neural retrieval systems, and predictive analytics—interact directly with core legal activities such as research, drafting, risk assessment, compliance, and public facing legal information services. This white paper presents an original, holistic analysis of AI applicability in law, written specifically for this work and not derived from any public white paper. It examines how AI reshapes legal research, contract workflows, litigation support, regulatory compliance, courtroom practice, and access to justice. The analysis emphasizes limitations related to hallucinations, bias, explainability, and the professional responsibility constraints that govern legal practitioners. The paper argues that AI will not replace legal judgment but will become a pervasive co-pilot within a hybrid human–machine legal ecosystem. We conclude with a governance framework that enables responsible deployment while preserving the legitimacy and fairness of legal systems."
2,10.0,,,,,0.0,,"AI Applicability in Law: Opportunities,Limitations, and Governance in a Hybrid Legal Ecosystem",Ojha Anjan Kumar,BCS — The Chartered Institute for IT,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,3,100.0,large language model; multimodal; retrieval,,2026-12-13,https://openalex.org/W7118892426,https://doi.org/10.5281/zenodo.18169952,,,openalex,"Artificial Intelligence (AI) is transforming the legal domain far beyond prior waves of digitization and workflow automation. Modern AI systems including large language models, multimodal reasoning engines, neural retrieval systems, and predictive analytics—interact directly with core legal activities such as research, drafting, risk assessment, compliance, and public facing legal information services. This white paper presents an original, holistic analysis of AI applicability in law, written specifically for this work and not derived from any public white paper. It examines how AI reshapes legal research, contract workflows, litigation support, regulatory compliance, courtroom practice, and access to justice. The analysis emphasizes limitations related to hallucinations, bias, explainability, and the professional responsibility constraints that govern legal practitioners. The paper argues that AI will not replace legal judgment but will become a pervasive co-pilot within a hybrid human–machine legal ecosystem. We conclude with a governance framework that enables responsible deployment while preserving the legitimacy and fairness of legal systems."
3,10.0,,,,,0.0,,Retrieval Augmented Generation Using Multimodal Large Language Models for Real-Time Knowledge-Grounded Question Answering,Dr. K. Sujatha,,Open MIND,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,3,100.0,large language model; multimodal; retrieval,,2026-07-30,https://openalex.org/W7160500182,https://ijama.in/admin/a/uploads/pdf/1778148494_IJAMA - April 2026.pdf,,,openalex,"The exponential growth of heterogeneous digital information across structured and unstructured repositories presents a critical challenge for large language models (LLMs): the inability to access and reason over dynamically evolving knowledge without costly model retraining. This paper introduces a comprehensive Retrieval Augmented Generation (RAG) framework that integrates multimodal large language models (MLLMs) with real-time, knowledge-grounded question answering systems. The proposed architecture — MultiRAG — combines a dense bi-encoder retrieval backbone with a cross-modal fusion module capable of jointly indexing and retrieving text, images, tables, and structured data. Retrieved multimodal evidence is processed by a vision-language model (VLM) serving as the generative backbone, conditioned on retrieved context through a novel cross-attention grounding mechanism that attenuates hallucination by enforcing faithfulness constraints at the token level. Experiments conducted on four benchmark datasets — Natural Questions, WebQA, MultiModalQA, and a custom real-time knowledge update benchmark (RKUB-2024) — demonstrate that MultiRAG achieves 87.3% Exact Match on open-domain QA, 91.4% answer faithfulness score, and 6.7× reduction in hallucination rate compared to vanilla LLM baselines. Real-time knowledge ingestion pipeline latency averages 340 ms per document, supporting continuous knowledge grounding without model fine-tuning. The system reduces hallucination by 82% over standard LLM deployment and outperforms all retrieval-augmented baselines by 4.2–9.8 percentage points across evaluation metrics"
4,10.0,,,,,0.0,,Retrieval Augmented Generation Using Multimodal Large Language Models for Real-Time Knowledge-Grounded Question Answering,Dr. K. Sujatha,,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,3,100.0,large language model; multimodal; retrieval,,2026-07-30,https://openalex.org/W7160500322,https://doi.org/10.5281/zenodo.20068395,,,openalex,"The exponential growth of heterogeneous digital information across structured and unstructured repositories presents a critical challenge for large language models (LLMs): the inability to access and reason over dynamically evolving knowledge without costly model retraining. This paper introduces a comprehensive Retrieval Augmented Generation (RAG) framework that integrates multimodal large language models (MLLMs) with real-time, knowledge-grounded question answering systems. The proposed architecture — MultiRAG — combines a dense bi-encoder retrieval backbone with a cross-modal fusion module capable of jointly indexing and retrieving text, images, tables, and structured data. Retrieved multimodal evidence is processed by a vision-language model (VLM) serving as the generative backbone, conditioned on retrieved context through a novel cross-attention grounding mechanism that attenuates hallucination by enforcing faithfulness constraints at the token level. Experiments conducted on four benchmark datasets — Natural Questions, WebQA, MultiModalQA, and a custom real-time knowledge update benchmark (RKUB-2024) — demonstrate that MultiRAG achieves 87.3% Exact Match on open-domain QA, 91.4% answer faithfulness score, and 6.7× reduction in hallucination rate compared to vanilla LLM baselines. Real-time knowledge ingestion pipeline latency averages 340 ms per document, supporting continuous knowledge grounding without model fine-tuning. The system reduces hallucination by 82% over standard LLM deployment and outperforms all retrieval-augmented baselines by 4.2–9.8 percentage points across evaluation metrics"
5,6.67,,,,,0.0,,Future of AI in English Language Education: Trends and Predictions,Prof. Jagadeesh Nerlekar; K Munianjinappa,University B.T. & Evening College; International Islamic College,Open MIND,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,,2026-12-01,https://openalex.org/W7131071032,,,,openalex,"Abstract Artificial intelligence (AI) is transforming English language education (ELE) by enabling personalized learning, automated assessment, adaptive content generation, and immersive practice environments. This paper synthesizes current developments, identifies emergent trends, and offers evidence-informed predictions about how AI will shape classroom practice, curriculum design, assessment, teacher roles, and policy over the next decade. Drawing on interdisciplinary literature from computer-assisted language learning (CALL), intelligent tutoring systems (ITS), natural language processing (NLP), and educational policy, the paper argues that the most significant near-term impact will stem from hybrid systems that combine large language models (LLMs) with pedagogically informed scaffolding and teacher mediation. Key trends discussed include (1) ubiquitous personalized feedback and adaptive pathways; (2) automated, formative assessment with rich analytics; (3) realistic speaking/listening practice via multimodal conversational agents and immersive virtual environments; (4) AI-assisted material creation and differentiation for diverse learner needs; and (5) data-driven teacher support and professional development. Predictions address likely improvements in scalability and access, as well as persistent challenges: bias and fairness in language models, privacy and data governance, over-reliance on automated feedback, and the need for robust teacher training and curricular alignment. The paper concludes with practical recommendations for educators, institutions, and policymakers to harness AI’s affordances while safeguarding equity, transparency, and pedagogical quality. These include adopting hybrid human–AI workflows, emphasizing explainability and interpretability in tools, developing clear data-ethics policies, investing in teacher capacity building, and prioritizing research-practice partnerships. The analysis aims to be actionable for practitioners and decision-makers planning for an AI-augmented future of English language learning. Keywords: artificial intelligence, English language education, adaptive learning, large language models, assessment, teacher role, ethics"
6,6.67,,,,,0.0,,Future of AI in English Language Education: Trends and Predictions,Prof. Jagadeesh Nerlekar; K Munianjinappa,University B.T. & Evening College; International Islamic College,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; multimodal,,2026-12-01,https://openalex.org/W7131132383,https://doi.org/10.5281/zenodo.18739461,,,openalex,"Abstract Artificial intelligence (AI) is transforming English language education (ELE) by enabling personalized learning, automated assessment, adaptive content generation, and immersive practice environments. This paper synthesizes current developments, identifies emergent trends, and offers evidence-informed predictions about how AI will shape classroom practice, curriculum design, assessment, teacher roles, and policy over the next decade. Drawing on interdisciplinary literature from computer-assisted language learning (CALL), intelligent tutoring systems (ITS), natural language processing (NLP), and educational policy, the paper argues that the most significant near-term impact will stem from hybrid systems that combine large language models (LLMs) with pedagogically informed scaffolding and teacher mediation. Key trends discussed include (1) ubiquitous personalized feedback and adaptive pathways; (2) automated, formative assessment with rich analytics; (3) realistic speaking/listening practice via multimodal conversational agents and immersive virtual environments; (4) AI-assisted material creation and differentiation for diverse learner needs; and (5) data-driven teacher support and professional development. Predictions address likely improvements in scalability and access, as well as persistent challenges: bias and fairness in language models, privacy and data governance, over-reliance on automated feedback, and the need for robust teacher training and curricular alignment. The paper concludes with practical recommendations for educators, institutions, and policymakers to harness AI’s affordances while safeguarding equity, transparency, and pedagogical quality. These include adopting hybrid human–AI workflows, emphasizing explainability and interpretability in tools, developing clear data-ethics policies, investing in teacher capacity building, and prioritizing research-practice partnerships. The analysis aims to be actionable for practitioners and decision-makers planning for an AI-augmented future of English language learning. Keywords: artificial intelligence, English language education, adaptive learning, large language models, assessment, teacher role, ethics"
7,6.67,,,,,0.0,,The Fragmentation Crisis and the Ontology of Continuity: From Linear Data Optimization to the Stewardship of Epistemic Conditions,Abdurashid Abdukarimov,Universidad Independiente,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; retrieval,,2026-10-05,https://openalex.org/W7160754612,https://doi.org/10.5281/zenodo.20109060,,,openalex,"The contemporary technological and scientific landscape is rapidly approaching a thermodynamic limit, characterized by what the author terms ""The Fragmentation Crisis and the Ontology of Continuity: From Linear Data Optimization to the Stewardship of Epistemic Conditions."" A Recursive Response to the Modal Interpretations of Fractal Metascience"" Traditional architectures, ranging from ETL pipelines to Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG) systems, optimize informational traces while systematically ignoring the ontology of the trace itself. In this paper, we formalize the transition from linear data optimization to the Ontology of Continuity via the Fractal Metascience Paradigm (FMP). It serves as a technical clarification of recent critical readings, in particular the use of the modal theory of objectivity (TO) by Cabannas and Silva (2026). By introducing the NULLO protocol, the Post-Lingua Trace (PLT), and the concept of Epistemic Superposition, this work demonstrates how FMP provides a stewardship-based architecture capable of maintaining semantic coherence across multi-scale interaction points, shifting the paradigm from the surveillance of data to the preservation of conditions for future explanation."
8,6.67,,,,,0.0,,The Fragmentation Crisis and the Ontology of Continuity: From Linear Data Optimization to the Stewardship of Epistemic Conditions,Abdurashid Abdukarimov,Universidad Independiente,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,large language model; retrieval,,2026-10-05,https://openalex.org/W7160768809,https://doi.org/10.5281/zenodo.20109059,,,openalex,"The contemporary technological and scientific landscape is rapidly approaching a thermodynamic limit, characterized by what the author terms ""The Fragmentation Crisis and the Ontology of Continuity: From Linear Data Optimization to the Stewardship of Epistemic Conditions."" A Recursive Response to the Modal Interpretations of Fractal Metascience"" Traditional architectures, ranging from ETL pipelines to Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG) systems, optimize informational traces while systematically ignoring the ontology of the trace itself. In this paper, we formalize the transition from linear data optimization to the Ontology of Continuity via the Fractal Metascience Paradigm (FMP). It serves as a technical clarification of recent critical readings, in particular the use of the modal theory of objectivity (TO) by Cabannas and Silva (2026). By introducing the NULLO protocol, the Post-Lingua Trace (PLT), and the concept of Epistemic Superposition, this work demonstrates how FMP provides a stewardship-based architecture capable of maintaining semantic coherence across multi-scale interaction points, shifting the paradigm from the surveillance of data to the preservation of conditions for future explanation."
9,6.67,,,,,0.0,,Cross-modal Image Recommendation for News Articles by Multimodal Foundation Models-based Retrieval-Reranking,Damianos Galanopoulos; Andreas Goulas; Vasileios Mezaris,Centre for Research and Technology Hellas,Open MIND,0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,multimodal; retrieval,,2026-10-01,https://openalex.org/W7130823743,,,,openalex,"Retrieving relevant images for a given news article is challenging and can be considered a special version of the cross-modal retrieval problem. This notebook paper presents our solution for the MediaEval NewsImages 2025 benchmarking task. We propose a retrieval-reranking solution based on multimodal foundation models such as VLMs and multimodal LLMs, and utilizing multiple levels of textual granularity. We report the official results of our submitted runs and additional experiments we conducted internally to evaluate our runs."
10,6.67,,,,,0.0,,Cross-modal Image Recommendation for News Articles by Multimodal Foundation Models-based Retrieval-Reranking,Damianos Galanopoulos; Andreas Goulas; Vasileios Mezaris,Centre for Research and Technology Hellas,Zenodo (CERN European Organization for Nuclear Research),0,0.0,0,0,0.0,0.0,0,0.0,,0,0.0,False,False,2,66.67,multimodal; retrieval,,2026-10-01,https://openalex.org/W7130885347,https://doi.org/10.5281/zenodo.18710750,,,openalex,"Retrieving relevant images for a given news article is challenging and can be considered a special version of the cross-modal retrieval problem. This notebook paper presents our solution for the MediaEval NewsImages 2025 benchmarking task. We propose a retrieval-reranking solution based on multimodal foundation models such as VLMs and multimodal LLMs, and utilizing multiple levels of textual granularity. We report the official results of our submitted runs and additional experiments we conducted internally to evaluate our runs."
